Cluster 0
426,847,
449,912,
460,915,
428,892,
417,728,
566,894,
453,798,
544,771,
471,877,
444,879,
448,714,
484,864,
396,595,
526,853,
532,951,
463,827,
473,808,
559,763,
532,904,
412,684,
392,842,
426,812,
371,924,
520,552,
397,811,
349,861,
451,566,
525,733,
482,582,
364,917,
385,758,
369,909,
545,814,
536,653,
572,869,
406,851,
542,975,
502,571,
499,549,
381,968,
588,940,
461,890,
528,776,
452,870,
456,986,
496,521,
510,943,
365,940,
467,651,
510,867,
590,976,
417,687,
453,794,
516,842,
523,612,
410,833,
508,600,
430,797,
503,992,
523,739,
486,684,
436,958,
479,785,
536,946,
465,844,
576,987,
496,503,
511,631,
399,987,
487,565,
497,720,
480,520,
579,877,
416,606,
413,870,
493,557,
443,978,
497,964,
433,712,
582,939,
390,835,
504,861,
470,537,
360,958,
481,599,
469,997,
421,590,
471,972,
511,836,
423,913,
507,845,
495,549,
446,854,
588,806,
579,714,
591,738,
545,631,
647,994,
666,904,
605,959,
589,864,
594,668,
643,941,
550,595,
662,980,
652,941,
619,936,
634,835,
632,996,
641,908,
665,896,
676,971,
583,651,
528,523,
677,991,
604,944,
609,711,
342,891,
678,978,
632,968,
650,860,
636,969,
682,945,
594,705,
342,978,
536,555,
663,981,
692,930,
319,999,
665,830,
626,722,
654,811,
675,848,
610,662,
316,989,
692,952,
688,857,
679,865,
642,766,
702,989,
606,690,
634,715,
730,898,
713,869,
756,956,
714,895,
642,718,
719,899,
757,906,
703,812,
704,814,
778,942,
804,989,
818,981,
717,825,
715,799,
829,988,
667,729,
781,901,
Cluster 2
174,602,
153,502,
244,650,
257,565,
71,979,
71,667,
219,819,
13,841,
304,745,
227,999,
284,852,
175,737,
64,763,
99,575,
3,809,
259,834,
296,639,
230,774,
193,678,
66,772,
265,856,
149,788,
132,834,
108,767,
177,641,
38,530,
198,621,
21,841,
141,875,
267,854,
67,722,
187,881,
267,581,
51,573,
264,793,
112,675,
93,810,
185,745,
292,711,
139,724,
126,935,
227,776,
146,505,
230,876,
206,697,
150,552,
69,891,
33,558,
10,952,
300,639,
109,704,
152,734,
22,495,
287,669,
2,989,
295,684,
76,715,
134,675,
221,671,
119,776,
104,850,
64,991,
225,892,
60,594,
86,825,
251,613,
226,632,
85,566,
137,671,
273,740,
88,774,
14,757,
277,977,
220,756,
27,621,
54,905,
72,666,
224,964,
89,892,
100,807,
159,912,
204,513,
203,589,
111,625,
94,839,
20,530,
141,894,
242,559,
272,755,
164,824,
135,959,
213,704,
39,613,
282,853,
192,957,
14,725,
272,728,
0,868,
216,728,
187,916,
2,668,
152,555,
121,970,
200,808,
157,879,
208,1000,
249,560,
193,770,
17,507,
296,679,
217,890,
257,544,
152,592,
231,644,
176,887,
157,896,
28,560,
23,540,
145,781,
214,601,
92,755,
31,793,
199,847,
270,698,
2,753,
132,910,
106,659,
200,616,
172,526,
91,614,
259,812,
195,738,
196,950,
14,976,
64,641,
216,862,
27,911,
21,949,
323,535,
355,591,
306,846,
337,629,
374,575,
344,724,
331,814,
312,883,
321,848,
333,820,
353,759,
388,598,
Cluster 3
588,565,
671,621,
766,555,
745,645,
935,709,
591,572,
895,894,
596,520,
967,980,
920,606,
606,497,
971,978,
936,627,
775,477,
577,495,
886,593,
868,667,
937,873,
854,836,
729,456,
643,587,
874,472,
943,543,
649,601,
853,837,
866,630,
583,523,
969,538,
938,593,
988,650,
624,494,
804,602,
713,435,
820,502,
955,529,
846,701,
849,626,
855,607,
697,469,
770,438,
820,599,
585,555,
820,836,
897,503,
623,608,
641,568,
875,838,
946,490,
970,734,
769,814,
755,601,
992,832,
562,464,
962,955,
700,438,
708,497,
851,440,
685,475,
952,559,
953,484,
971,819,
813,790,
866,885,
791,658,
956,511,
626,600,
763,539,
809,806,
777,741,
822,566,
903,615,
738,476,
676,702,
858,533,
989,756,
817,893,
938,560,
619,508,
944,484,
774,649,
744,650,
734,766,
779,803,
818,890,
797,573,
667,564,
675,583,
879,418,
867,423,
764,750,
858,948,
828,652,
575,542,
829,910,
659,486,
781,731,
810,581,
668,592,
789,472,
847,688,
976,577,
683,445,
624,459,
595,470,
698,463,
615,521,
861,509,
866,712,
881,608,
773,505,
886,576,
698,577,
952,742,
982,627,
851,605,
994,611,
883,430,
752,720,
993,575,
902,657,
824,844,
836,703,
850,559,
712,592,
697,689,
975,882,
822,448,
977,875,
802,821,
851,671,
654,570,
781,821,
777,449,
962,841,
772,624,
873,659,
817,533,
882,445,
984,518,
589,559,
861,471,
739,666,
613,483,
711,520,
985,768,
778,637,
789,698,
760,651,
823,423,
896,875,
812,508,
903,869,
635,625,
848,918,
918,832,
912,476,
811,687,
670,515,
936,890,
732,668,
919,561,
988,658,
623,563,
869,968,
888,497,
912,471,
760,833,
967,680,
722,762,
663,684,
787,770,
740,565,
767,729,
720,437,
794,777,
893,782,
975,885,
837,918,
798,536,
903,826,
927,914,
973,448,
890,413,
704,434,
996,390,
902,402,
Cluster 4
174,275,
11,238,
231,25,
98,206,
298,193,
348,111,
445,174,
303,232,
258,435,
201,78,
330,166,
418,331,
415,338,
331,236,
152,260,
104,346,
6,314,
114,286,
163,343,
353,105,
146,389,
22,313,
87,216,
106,211,
285,418,
230,415,
22,127,
220,324,
481,169,
357,238,
139,95,
144,174,
310,19,
243,423,
96,121,
220,36,
458,107,
213,284,
339,327,
348,245,
89,106,
240,52,
214,310,
211,269,
438,74,
40,278,
45,221,
47,425,
314,18,
51,371,
468,191,
405,278,
190,415,
124,364,
169,229,
290,256,
376,63,
237,295,
236,1,
303,400,
269,119,
15,421,
215,411,
130,240,
415,197,
248,255,
105,374,
328,316,
252,16,
377,251,
345,358,
75,374,
229,319,
336,382,
274,392,
457,185,
257,262,
412,97,
355,242,
6,193,
381,250,
74,168,
273,411,
353,345,
462,150,
369,337,
307,2,
288,341,
373,3,
147,172,
40,268,
36,137,
411,284,
89,68,
279,290,
117,220,
225,145,
96,91,
318,319,
482,268,
162,337,
106,109,
235,291,
308,225,
238,43,
172,384,
59,241,
158,133,
455,220,
438,142,
291,138,
442,258,
14,296,
82,194,
226,64,
1,160,
123,223,
205,353,
17,165,
26,162,
290,21,
341,369,
201,332,
182,14,
370,63,
433,179,
95,229,
186,299,
224,24,
193,263,
302,227,
94,25,
243,132,
48,155,
223,164,
164,42,
411,145,
312,404,
247,189,
20,45,
36,398,
337,109,
145,220,
324,160,
181,223,
441,107,
394,14,
369,80,
473,182,
63,229,
136,430,
75,148,
92,92,
18,219,
147,37,
314,111,
102,369,
414,143,
438,301,
188,395,
274,70,
132,268,
287,250,
436,45,
129,433,
199,327,
66,372,
472,65,
195,70,
399,109,
357,326,
30,115,
199,95,
420,315,
326,162,
485,220,
47,72,
415,277,
196,437,
483,244,
131,107,
107,298,
43,330,
71,408,
31,313,
446,47,
42,254,
364,139,
459,93,
97,88,
324,86,
38,311,
131,136,
339,344,
161,435,
399,326,
397,162,
335,435,
506,364,
323,446,
285,460,
491,302,
460,378,
335,448,
426,425,
316,443,
422,406,
209,464,
256,465,
392,415,
422,356,
453,401,
395,361,
454,385,
486,333,
461,301,
408,452,
323,479,
151,457,
225,474,
105,448,
310,473,
138,457,
361,467,
407,477,
361,454,
377,482,
365,491,
354,476,
462,423,
460,452,
496,421,
380,453,
431,469,
242,482,
279,495,
279,491,
137,462,
428,495,
218,483,
509,453,
112,462,
375,525,
21,438,
448,500,
158,470,
63,453,
244,498,
53,450,
296,512,
303,515,
12,455,
426,525,
10,460,
356,529,
217,506,
